fecha,rango_edad,rango_edad_medio,sexo,hospitalizados,fallecidos_acumulado,fallecidos
8/05/2020 0:00,30-39,35,mujeres,1744,21,0
8/05/2020 0:00,40-49,45,hombres,4881,115,1
8/05/2020 0:00,40-49,45,mujeres,3469,71,0
8/05/2020 0:00,50-59,55,hombres,8048,407,0
8/05/2020 0:00,50-59,55,mujeres,5546,162,0
8/05/2020 0:00,60-69,65,hombres,10168,1094,1
8/05/2020 0:00,60-69,65,mujeres,6615,449,1
8/05/2020 0:00,70-79,75,hombres,12081,2942,4
8/05/2020 0:00,70-79,75,mujeres,8154,1383,1
8/05/2020 0:00,80-89,85,hombres,9265,4045,4
8/05/2020 0:00,80-89,85,mujeres,8473,3165,11
8/05/2020 0:00,90 - +,95,hombres,2253,1414,3
8/05/2020 0:00,90 - +,95,mujeres,3499,2157,3
9/05/2020 0:00,0-9,5,hombres,141,1,0
9/05/2020 0:00,0-9,5,mujeres,112,1,0
9/05/2020 0:00,10-19,15,hombres,124,2,0
9/05/2020 0:00,10-19,15,mujeres,131,3,0
9/05/2020 0:00,20-29,25,hombres,663,13,0
9/05/2020 0:00,20-29,25,mujeres,736,8,0
9/05/2020 0:00,30-39,35,hombres,1864,36,0
9/05/2020 0:00,30-39,35,mujeres,1744,21,0
9/05/2020 0:00,40-49,45,hombres,4881,115,0
9/05/2020 0:00,40-49,45,mujeres,3469,71,0
9/05/2020 0:00,50-59,55,hombres,8048,407,0
9/05/2020 0:00,50-59,55,mujeres,5546,162,0
9/05/2020 0:00,60-69,65,hombres,10168,1094,0
9/05/2020 0:00,60-69,65,mujeres,6615,449,0
9/05/2020 0:00,70-79,75,hombres,12081,2942,0
9/05/2020 0:00,70-79,75,mujeres,8154,1383,0
9/05/2020 0:00,80-89,85,hombres,9265,4045,0
9/05/2020 0:00,80-89,85,mujeres,8473,3165,0
9/05/2020 0:00,90 - +,95,hombres,2253,1414,0
9/05/2020 0:00,90 - +,95,mujeres,3499,2157,0
10/05/2020 0:00,0-9,5,hombres,143,1,0
10/05/2020 0:00,0-9,5,mujeres,121,1,0
10/05/2020 0:00,10-19,15,hombres,129,2,0
10/05/2020 0:00,10-19,15,mujeres,135,3,0
10/05/2020 0:00,20-29,25,hombres,679,13,0
10/05/2020 0:00,20-29,25,mujeres,758,9,1
10/05/2020 0:00,30-39,35,hombres,1898,37,1
10/05/2020 0:00,30-39,35,mujeres,1809,21,0
10/05/2020 0:00,40-49,45,hombres,4969,119,4
10/05/2020 0:00,40-49,45,mujeres,3561,71,0
10/05/2020 0:00,50-59,55,hombres,8200,414,7
10/05/2020 0:00,50-59,55,mujeres,5695,173,11
10/05/2020 0:00,60-69,65,hombres,10367,1141,47
10/05/2020 0:00,60-69,65,mujeres,6749,467,18
10/05/2020 0:00,70-79,75,hombres,12315,3040,98
10/05/2020 0:00,70-79,75,mujeres,8329,1422,39
10/05/2020 0:00,80-89,85,hombres,9572,4239,194
10/05/2020 0:00,80-89,85,mujeres,8803,3346,181
10/05/2020 0:00,90 - +,95,hombres,2378,1526,112
10/05/2020 0:00,90 - +,95,mujeres,3720,2376,219
11/05/2020 0:00,0-9,5,hombres,148,1,0
11/05/2020 0:00,0-9,5,mujeres,122,1,0
11/05/2020 0:00,10-19,15,hombres,132,2,0
11/05/2020 0:00,10-19,15,mujeres,139,3,0
11/05/2020 0:00,20-29,25,hombres,686,13,0
11/05/2020 0:00,20-29,25,mujeres,772,10,1
11/05/2020 0:00,30-39,35,hombres,1924,39,2
11/05/2020 0:00,30-39,35,mujeres,1841,22,1
11/05/2020 0:00,40-49,45,hombres,5023,125,6
11/05/2020 0:00,40-49,45,mujeres,3611,72,1
11/05/2020 0:00,50-59,55,hombres,8281,427,13
11/05/2020 0:00,50-59,55,mujeres,5775,178,5
11/05/2020 0:00,60-69,65,hombres,10459,1171,30
11/05/2020 0:00,60-69,65,mujeres,6817,483,16
11/05/2020 0:00,70-79,75,hombres,12437,3091,51
11/05/2020 0:00,70-79,75,mujeres,8392,1438,16
11/05/2020 0:00,80-89,85,hombres,9683,4295,56
11/05/2020 0:00,80-89,85,mujeres,8969,3393,47
11/05/2020 0:00,90 - +,95,hombres,2415,1545,19
11/05/2020 0:00,90 - +,95,mujeres,3793,2413,37
12/05/2020 0:00,0-9,5,hombres,151,1,0
12/05/2020 0:00,0-9,5,mujeres,124,1,0
12/05/2020 0:00,10-19,15,hombres,135,2,0
12/05/2020 0:00,10-19,15,mujeres,139,3,0
12/05/2020 0:00,20-29,25,hombres,687,14,1
12/05/2020 0:00,20-29,25,mujeres,776,9,-1
12/05/2020 0:00,30-39,35,hombres,1928,39,0
12/05/2020 0:00,30-39,35,mujeres,1850,22,0
12/05/2020 0:00,40-49,45,hombres,5036,127,2
12/05/2020 0:00,40-49,45,mujeres,3627,71,-1
12/05/2020 0:00,50-59,55,hombres,8308,431,4
12/05/2020 0:00,50-59,55,mujeres,5791,176,-2
12/05/2020 0:00,60-69,65,hombres,10487,1181,10
12/05/2020 0:00,60-69,65,mujeres,6829,488,5
12/05/2020 0:00,70-79,75,hombres,12453,3100,9
12/05/2020 0:00,70-79,75,mujeres,8422,1444,6
12/05/2020 0:00,80-89,85,hombres,9716,4312,17
12/05/2020 0:00,80-89,85,mujeres,8997,3416,23
12/05/2020 0:00,90 - +,95,hombres,2427,1555,10
12/05/2020 0:00,90 - +,95,mujeres,3801,2426,13
13/05/2020 0:00,0-9,5,hombres,151,1,0
13/05/2020 0:00,0-9,5,mujeres,124,1,0
13/05/2020 0:00,10-19,15,hombres,135,2,0
13/05/2020 0:00,10-19,15,mujeres,139,3,0
13/05/2020 0:00,20-29,25,hombres,687,14,0
13/05/2020 0:00,20-29,25,mujeres,776,9,0
13/05/2020 0:00,30-39,35,hombres,1928,39,0
13/05/2020 0:00,30-39,35,mujeres,1851,22,0
13/05/2020 0:00,40-49,45,hombres,5038,129,2
13/05/2020 0:00,40-49,45,mujeres,3628,71,0
13/05/2020 0:00,50-59,55,hombres,8307,431,0
13/05/2020 0:00,50-59,55,mujeres,5791,176,0
13/05/2020 0:00,60-69,65,hombres,10491,1183,2
13/05/2020 0:00,60-69,65,mujeres,6830,489,1
13/05/2020 0:00,70-79,75,hombres,12456,3108,8
13/05/2020 0:00,70-79,75,mujeres,8422,1447,3
13/05/2020 0:00,80-89,85,hombres,9718,4317,5
13/05/2020 0:00,80-89,85,mujeres,9002,3419,3
13/05/2020 0:00,90 - +,95,hombres,2429,1556,1
13/05/2020 0:00,90 - +,95,mujeres,3804,2429,3
14/05/2020 0:00,0-9,5,hombres,152,1,0
14/05/2020 0:00,0-9,5,mujeres,127,1,0
14/05/2020 0:00,10-19,15,hombres,136,2,0
14/05/2020 0:00,10-19,15,mujeres,140,3,0
14/05/2020 0:00,20-29,25,hombres,688,14,0
14/05/2020 0:00,20-29,25,mujeres,788,9,0
14/05/2020 0:00,30-39,35,hombres,1930,40,1
14/05/2020 0:00,30-39,35,mujeres,1875,22,0
14/05/2020 0:00,40-49,45,hombres,5022,131,2
14/05/2020 0:00,40-49,45,mujeres,3637,70,-1
14/05/2020 0:00,50-59,55,hombres,8290,433,2
14/05/2020 0:00,50-59,55,mujeres,5773,177,1
14/05/2020 0:00,60-69,65,hombres,10445,1197,14
14/05/2020 0:00,60-69,65,mujeres,6807,496,7
14/05/2020 0:00,70-79,75,hombres,12378,3160,52
14/05/2020 0:00,70-79,75,mujeres,8395,1468,21
14/05/2020 0:00,80-89,85,hombres,9737,4372,55
14/05/2020 0:00,80-89,85,mujeres,9084,3489,70
14/05/2020 0:00,90 - +,95,hombres,2457,1583,27
14/05/2020 0:00,90 - +,95,mujeres,3879,2487,58
15/05/2020 0:00,0-9,5,hombres,152,1,0
15/05/2020 0:00,0-9,5,mujeres,127,1,0
15/05/2020 0:00,10-19,15,hombres,136,2,0
15/05/2020 0:00,10-19,15,mujeres,140,3,0
15/05/2020 0:00,20-29,25,hombres,688,14,0
15/05/2020 0:00,20-29,25,mujeres,788,9,0
15/05/2020 0:00,30-39,35,hombres,1931,40,0
15/05/2020 0:00,30-39,35,mujeres,1875,22,0
15/05/2020 0:00,40-49,45,hombres,5022,131,0
15/05/2020 0:00,40-49,45,mujeres,3638,70,0
15/05/2020 0:00,50-59,55,hombres,8292,434,1
15/05/2020 0:00,50-59,55,mujeres,5774,177,0
15/05/2020 0:00,60-69,65,hombres,10446,1197,0
15/05/2020 0:00,60-69,65,mujeres,6809,497,1
15/05/2020 0:00,70-79,75,hombres,12379,3161,1
15/05/2020 0:00,70-79,75,mujeres,8396,1469,1
15/05/2020 0:00,80-89,85,hombres,9738,4372,0
15/05/2020 0:00,80-89,85,mujeres,9089,3495,6
15/05/2020 0:00,90 - +,95,hombres,2456,1585,2
15/05/2020 0:00,90 - +,95,mujeres,3883,2492,5
16/05/2020 0:00,0-9,5,hombres,151,1,0
16/05/2020 0:00,0-9,5,mujeres,128,1,0
16/05/2020 0:00,10-19,15,hombres,136,2,0
16/05/2020 0:00,10-19,15,mujeres,141,3,0
16/05/2020 0:00,20-29,25,hombres,688,14,0
16/05/2020 0:00,20-29,25,mujeres,788,9,0
16/05/2020 0:00,30-39,35,hombres,1930,41,1
16/05/2020 0:00,30-39,35,mujeres,1876,22,0
16/05/2020 0:00,40-49,45,hombres,5026,131,0
16/05/2020 0:00,40-49,45,mujeres,3640,70,0
16/05/2020 0:00,50-59,55,hombres,8295,434,0
16/05/2020 0:00,50-59,55,mujeres,5778,177,0
16/05/2020 0:00,60-69,65,hombres,10449,1198,1
16/05/2020 0:00,60-69,65,mujeres,6811,497,0
16/05/2020 0:00,70-79,75,hombres,12389,3164,3
16/05/2020 0:00,70-79,75,mujeres,8398,1468,-1
16/05/2020 0:00,80-89,85,hombres,9740,4372,0
16/05/2020 0:00,80-89,85,mujeres,9093,3500,5
16/05/2020 0:00,90 - +,95,hombres,2455,1589,4
16/05/2020 0:00,90 - +,95,mujeres,3889,2493,1
17/05/2020 0:00,0-9,5,hombres,151,1,0
17/05/2020 0:00,0-9,5,mujeres,128,1,0
17/05/2020 0:00,10-19,15,hombres,136,2,0
17/05/2020 0:00,10-19,15,mujeres,141,3,0
17/05/2020 0:00,20-29,25,hombres,688,14,0
17/05/2020 0:00,20-29,25,mujeres,788,9,0
17/05/2020 0:00,30-39,35,hombres,1930,41,0
17/05/2020 0:00,30-39,35,mujeres,1876,22,0
17/05/2020 0:00,40-49,45,hombres,5026,131,0
17/05/2020 0:00,40-49,45,mujeres,3640,70,0
17/05/2020 0:00,50-59,55,hombres,8295,434,0
17/05/2020 0:00,50-59,55,mujeres,5778,177,0
17/05/2020 0:00,60-69,65,hombres,10449,1198,0
17/05/2020 0:00,60-69,65,mujeres,6811,497,0
17/05/2020 0:00,70-79,75,hombres,12389,3164,0
17/05/2020 0:00,70-79,75,mujeres,8398,1468,0
17/05/2020 0:00,80-89,85,hombres,9740,4372,0
17/05/2020 0:00,80-89,85,mujeres,9093,3500,0
17/05/2020 0:00,90 - +,95,hombres,2455,1589,0
17/05/2020 0:00,90 - +,95,mujeres,3889,2493,0
22/05/2020 0:00,0-9,5,hombres,148,1,0
22/05/2020 0:00,0-9,5,mujeres,125,1,0
22/05/2020 0:00,10-19,15,hombres,141,3,1
22/05/2020 0:00,10-19,15,mujeres,134,2,-1
22/05/2020 0:00,20-29,25,hombres,690,15,1
22/05/2020 0:00,20-29,25,mujeres,772,9,0
22/05/2020 0:00,30-39,35,hombres,1944,42,1
22/05/2020 0:00,30-39,35,mujeres,1888,21,-1
22/05/2020 0:00,40-49,45,hombres,5104,140,9
22/05/2020 0:00,40-49,45,mujeres,3619,77,7
22/05/2020 0:00,50-59,55,hombres,8369,465,31
22/05/2020 0:00,50-59,55,mujeres,5857,191,14
22/05/2020 0:00,60-69,65,hombres,10557,1282,84
22/05/2020 0:00,60-69,65,mujeres,6854,540,43
22/05/2020 0:00,70-79,75,hombres,12377,3321,157
22/05/2020 0:00,70-79,75,mujeres,8427,1565,97
22/05/2020 0:00,80-89,85,hombres,9653,4656,284
22/05/2020 0:00,80-89,85,mujeres,9116,3795,295
22/05/2020 0:00,90 - +,95,hombres,2447,1683,94
22/05/2020 0:00,90 - +,95,mujeres,3863,2727,234
